关系类型,人物1,人物2,方向,章节,上下文
朋友,成侯驺忌,田忌,↔,046_田敬仲完世家,"南攻=襄陵=以弊@魏@，=邯郸=拔*而乘*@魏@之弊。""$@威王@$从其计。  [17.2] 其後$@成侯驺忌@$与@田忌@不善，@公孙阅@谓$@成侯忌@$曰：""公何不谋伐@魏@，@田忌@必将。战胜有"
朋友,参,萧何,↔,054_曹相国世家,然。夫狱市者，所以并容也，今君扰之，奸人安所容也？吾是以先之。”   ### 继相守成  [11] @参@始微时，与@萧何@善；及为$将相$，有卻。至何且死，所推贤唯@参@。@参@=代=何为汉$相国$
朋友,、,午,↔,043_赵世家,"@也，诸君欲谁立？""遂杀@午@。@赵稷@、@涉宾@以=邯郸=反。&晋&君使@籍秦@围=邯郸=。@荀寅@、@范吉射@与@午@善，不肯助@秦@而谋作乱，@董安于@知之。%十月%，@范@、@中行@氏伐$@赵"
朋友,张仪,苏秦,↔,070_张仪列传,] @苏秦@已说=赵=王而得相约从亲，然恐=秦=之攻诸侯，败约後负，念莫可使用於=秦=者，乃使人微感@张仪@曰：“子始与@苏秦@善，今=秦=已当路，子何不往游，以求通子之原？”@张仪@於是之=赵=，上
朋友,"$为婚,而",子之,↔,034_燕召公世家,"子之乱政  [15.1] &燕&@哙@既立,&齐&人杀@苏秦@。@苏秦@之在&燕&,与其$相$@子之@$为婚,而@苏代@与@子之@交。及@苏秦@死,而&齐&$@宣王@$复用@苏代@。&燕&@哙@%三年"
朋友,"$曰:""曩者",以$,↔,033_鲁周公世家,"忧?""$@庄公@$患@叔牙@欲立@庆父@,退而问@季友@。@季友@曰:""请以死立@斑@也。""$@庄公@$曰:""曩者@叔牙@欲立@庆父@,柰何?""@季友@以$@庄公@$命命@牙@待於=针巫氏=,使@针季"
朋友,叔孙氏,竟立子,↔,033_鲁周公世家,"饮@叔牙@以*鸩*,曰:""饮此则有後奉〚祀〛;不然,死且无後。""@牙@遂饮*鸩*而死,&鲁&立其子为@叔孙氏@。%八月%%癸亥%,$@庄公@$卒,@季友@竟立子@斑@为$君$,如$@庄公@$命。侍〚丧"
朋友,"私通,欲立",立,↔,033_鲁周公世家,"立子@斑@为$君$,如$@庄公@$命。侍〚丧〛,舍于=党氏=。  [14.2] 先时@庆父@与@哀姜@私通,欲立@哀姜@娣子@开@。及$@庄公@$卒而@季友@立@斑@,%十月%%己未%,@庆父@使圉人"
朋友,使,"闻之,自&陈&与$",↔,033_鲁周公世家,"@湣公@$%二年%,@庆父@与@哀姜@通益甚。@哀姜@与@庆父@谋杀$@湣公@$而立@庆父@。@庆父@使@卜齮@袭杀$@湣公@$於=武闱=。@季友@闻之,自&陈&与$@湣公@$弟@申@如&邾&,请&鲁"
朋友,$亦$,以赂如&莒&求,↔,033_鲁周公世家,"鲁&人欲诛@庆父@。@庆父@恐,奔&莒&。於是@季友@奉子@申@入,立之,是为$@釐公@$。$@釐公@$亦$@庄公@$少子。@哀姜@恐,奔&邾&。@季友@以赂如&莒&求@庆父@,@庆父@归,使人杀@庆"
朋友,及子,"之将生也,父&鲁&$",↔,033_鲁周公世家,"。&鲁&$@釐公@$请而葬之。  [15.2] @季友@母&陈&女,故亡在&陈&,&陈&故佐送@季友@及子@申@。@季友@之将生也,父&鲁&$@桓公@$使人卜之,曰:""男也,其名曰'友',间于两〚社〛"
朋友,季氏,"有大功於&鲁&,受=鄪=为$上卿$,至于",↔,033_鲁周公世家,"  ## [22] @定公@时期  [22.1] $@定公@$立,&赵&@简子@问$@史墨@$曰:""@季氏@亡乎?""$@史墨@$对曰:""不亡。@季友@有大功於&鲁&,受=鄪=为$上卿$,至于@文子@、"
母子,孟说,昭襄王,→,005_秦本纪,力士$@任鄙@、@乌获@、@孟说@皆至$大官$。王与@孟说@举*鼎*，绝膑。%八月%，@武王@死。族@孟说@。@武王@取&魏&女为后，无子。立异母弟，是为@昭襄王@。@昭襄@母&楚&人，姓&琇氏&，号
母子,鲁姬,出子,→,005_秦本纪,宁公@生%十岁%立，立%十二年%卒，葬=西山=。生子%三人%，长男@武公@为太子。@武公弟德公@，同母@鲁姬@子。生@出子@。@宁公@卒，$大庶长$@弗忌@、@威垒@、@三父@废太@子而立@@出子@为
母子,齐桓公,同母女弟为,→,039_晋世家,子@夷吾@居=屈=。@献公@与@骊姬@子@奚齐@居=绛=。&晋&国以此知太子不立也。太子@申生@，其母@齐桓公@女也，曰@齐姜@，早死。@申生@同母女弟为@秦穆公@@夫人@。@重耳@母，~翟~之狐氏女
母子,往见$,辟阳侯,→,097_郦生陆贾列传,"平原君@$善，过之。$@平原君@$家贫，未有以发丧，方假贷服具，@陆生@令$@平原君@$发丧。@陆生@往见$@辟阳侯@$，贺曰：""$@平原君@$母死。""$@辟阳侯@$曰：""$@平原君@$母死，何乃贺我"
母子,微子启,辛,→,003_殷本纪,子@帝太丁@立。@帝太丁@崩，子@帝乙@立。@帝乙@立，&殷&益衰。  [28] @帝乙@@长子@曰@微子启@，@启@母贱，不得嗣。少子@辛@，@辛@母$正后$，@辛@为嗣。@帝乙@崩，子@辛@立，是
母子,、=高陵=君皆,穰侯,→,079_范睢蔡泽列传,  ## 远交近攻说@昭王@  [7] @穰侯@，@华阳@君，@昭王@母@宣太后@之弟也；而@泾阳君@、=高陵=君皆@昭王@同母弟也。@穰侯@相，%三人%者更将，有封邑，以太后故，私家富重於王室。及@
母子,鸱$元年$齐,灵公,→,014_十二诸侯年表,。  |  @晋景公@据$元年$与宋伐郑。  |  五  |  十五  |  十二  |  卫@穆公@鸱$元年$齐@崔杼@来奔。  |  十五夏征舒以其母辱，杀@灵公@。  |  十三  |  十九 
母子,"$代立,是为$",$后为$,→,085_吕不韦列传,"@庄襄王@立,@吕不韦@为相  [7.1] &秦&王立%一年%,薨,谥为$@孝文王@$。$太子@子楚@$代立,是为$@庄襄王@$。$@庄襄王@$所母$@华阳@$后为$@华阳太后@$,真母@夏姬@尊以为"
母子,无忌,昭王,→,077_魏公子列传,# [0] @魏公子@列传  ## @信陵君@礼贤下士  [1] @魏公子@@无忌@者，魏@昭王@子少子而@魏安釐王@异母弟也。@昭王@薨，@安釐王@即位，封公子为@信陵君@。是时@范睢@亡=魏=相=
母子,、子,宣公,→,037_卫康叔世家,$@宣公@$见所欲为$太子$妇者好，说而自取之，更为$太子$取他女。$@宣公@$得&齐&女，生子@寿@、子@朔@，令$左公子$傅之。$太子$@伋@母死，$@宣公@$正$夫人$与@朔@共谗恶$太子$@伋
母子,濮王,王子,→,111_卫将军骠骑列传,"封@去病@五%千户%。赐$校尉$从至~小月氏~爵$左庶长$。$鹰击司马@破奴@$再从$骠骑将军$斩$@濮王@$,捕$@稽沮王@$,$千骑将$得王、王母各一人,@王子@以下四十一人,捕虏三千三百三%十人"
父子,得罪於,吕后,→,092_淮阴侯列传,"@病不从。阴使人至@豨@所，曰：""弟举兵，吾从此助公。""@信@乃谋与家臣夜诈诏赦诸官徒奴，欲发以袭$@吕后@$、$太子$。部署已定，待@豨@报。其@舍人@得罪於@信@，@信@囚，欲杀之。@舍人@弟上变"
父子,岑娶,岑娶,→,123_大宛列传,"十馀子%，其$中子$曰@大禄@，彊，善将众，将众别居%万馀骑%。@大禄@兄为$太子$，$太子$有子曰@岑娶@，而$太子$蚤死。临死谓其父@昆莫@曰：""必以@岑娶@为$太子$，无令他人代之。""@昆莫@哀"
父子,、,许由,→,061_伯夷列传,@，@许由@不受，耻之逃隐。及&夏&之时，有@卞随@、@务光@者。此何以称焉？余登=箕山=，其上盖有@许由@冢云。@孔子@序列古之仁〔圣贤〕人，如=吴=@太伯@、@伯夷@之伦详矣。余以所闻由、光义至高
父子,"$以数直谏上,上使监*兵*=上郡=,","$有%二十馀子%,",→,087_李斯列传,"=会稽=,并海上,北抵=琅邪=。$丞相@斯@$、$中车府令@赵高@$兼行$符玺令$事,皆从。$@始皇@$有%二十馀子%,@长子@$@扶苏@$以数直谏上,上使监*兵*=上郡=,@蒙恬@为将。少子$@胡亥"
父子,及幸$宦者$五六人知$,赵高,→,087_李斯列传,"@$曰:""以*兵*属@蒙恬@,与丧会=咸阳=而葬。""书已封,未授使者,$@始皇@$崩。书及*玺*皆在@赵高@所,独子$@胡亥@$、$丞相@李斯@$、@赵高@及幸$宦者$五六人知$@始皇@$崩,馀群臣皆"
父子,今上,"$曰:""上崩,赐",→,087_李斯列传,"然@高@之言,@高@曰:""不与$丞相$谋,恐事不能成,臣请为子与$丞相$谋之。""@高@乃谓$丞相@斯@$曰:""上崩,赐@长子@书,与丧会=咸阳=而立为嗣。书未行,@今上@崩,未有知者也。所赐@长子@书"
父子,"曰:""此五者皆不及",蒙恬,→,087_李斯列传,"4] @高@曰:""君侯自料能孰与@蒙恬@？功高孰与@蒙恬@？谋远不失孰与@蒙恬@？无怨於〔天下〕孰与@蒙恬@？@长子@旧而信之孰与@蒙恬@？""@斯@曰:""此五者皆不及@蒙恬@,而君责之何深也?""@高@"
父子,扶苏,扶苏,→,087_李斯列传,",不能进而前,士卒多秏,无尺寸之功,乃反数上书直言诽谤我所为,以不得罢归为$太子$,%日夜%怨望。$@扶苏@$为人子不孝,其赐*剑*以自裁!将军@恬@与$@扶苏@$居外,不匡正,宜知其谋。为$人臣$不"
父子,为$,、$,→,087_李斯列传,"今@高@有邪佚之志,危反之行,如$@子罕@$相&宋&也;私家之富,若@田@氏之於&齐&也。兼行@田常@、$@子罕@$之逆道而劫陛下之威信,其志若@韩@为$@韩安@$相也。陛下不图,臣恐其为变也。""  "
父子,斯,"案$丞相$狱,治罪,责",→,087_李斯列传,"以@@赵高@为佐,吾必见寇至=咸阳=,〘麋鹿〙游於朝也。""  [16.2] 於是$@二世@$乃使@高@案$丞相$狱,治罪,责@斯@与子@由@谋反状,皆收捕宗族宾客。@赵高@治@斯@,榜掠%千馀%,不胜"
父子,文帝,悼惠,→,052_齐悼惠王世家,"景立，至建始%三年%，%十五岁%，卒。  ### @济北@国  [36] =济北=王@兴居@，=齐=@悼惠@$王$子，以东牟$侯$助大臣诛诸吕，功少。及@文帝@从=代=来，@兴居@曰：""请与$太仆$婴"
父子,甘茂,而以,→,071_樗里子甘茂列传,为严君。  ## 拜相用事历&三王&  [3] @秦惠王@卒，太子@武王@立，逐@张仪@、=魏=章，@而以@@樗里子@、@甘茂@为左右$丞相$。=秦=使@甘茂@攻=韩=，拔=宜阳=。使@樗里子@以*车
父子,彭离,分梁为五,→,022_汉兴以来将相名臣年表, |  三  |    |    | |  [r63] 144  |  六  |  @梁孝王@武薨。@分梁为五@国，王〔诸子〕：子买为@梁王@，明为$济川王$，@彭离@为$济东王$，定为$山阳王$，@
父子,幸於,生,→,005_秦本纪,赐尔*石棺*以~华氏~”。死，遂葬於=霍太山=。@蜚廉@复有子曰@季胜@。@季胜@生@孟增@。@孟增@幸於@周成王@，是为$宅皋狼$。@皋狼@生@衡父@，@衡父@生@造父@。  ## @造父@与@非子
父子,宁公,子而立,→,005_秦本纪,二年%卒，葬=西山=。生子%三人%，长男@武公@为太子。@武公弟德公@，同母@鲁姬@子。生@出子@。@宁公@卒，$大庶长$@弗忌@、@威垒@、@三父@废太@子而立@@出子@为君。  [8.4] @出子
父子,女华,女脩,→,005_秦本纪,〕  ## 秦之先祖  [1] &秦&之先，@帝颛顼@之苗裔孙曰@女脩@。@女脩@织，〚玄鸟〛陨卵，@女脩@吞之，生子@大业@。@大业@取@少典@之子，曰@女华@。@女华@生@大费@，与@禹@平水土。
父子,纣,蜚廉,→,005_秦本纪,  [3] 其玄孙曰@中潏@，在~西戎~，保=西垂=。生@蜚廉@。@蜚廉@生@恶来@。@恶来@有力，@蜚廉@善走，父子俱以材力事&殷&@纣@。@周武王@之伐@纣@，并杀@恶来@。是时@蜚廉@为@纣@石
父子,三父,等复共令人贼杀,→,005_秦本纪,长$@弗忌@、@威垒@、@三父@废太@子而立@@出子@为君。  [8.4] @出子@%六年%，@三父@等复共令人贼杀@出子@。@出子@生%五岁%立，立%六年%卒。@三父@等乃复立故太子@武公@。  #
父子,晋公子重耳,晋惠公,→,005_秦本纪,%後，&秦&必留我，而&晋&轻，亦更立他子。”子@圉@乃亡归&晋&。  [26.1] %二十三年%，@晋惠公@卒，子@圉@立为君。&秦&怨@圉@亡去，乃迎@晋公子重耳@於&楚&，而妻以故子@圉@妻。@
父子,子,缪公,→,005_秦本纪,，对曰：“径数国%千里%而袭人，希有得利者。且人卖&郑&，庸知我国人不有以我情告&郑&者乎？不可。”@缪公@曰：“子不知也，吾已决矣。”遂发兵，使@百里傒@子@孟明视@，@蹇叔@子@西乞术@及@白乙丙
父子,大业,大费,→,005_秦本纪,] &秦&之先，@帝颛顼@之苗裔孙曰@女脩@。@女脩@织，〚玄鸟〛陨卵，@女脩@吞之，生子@大业@。@大业@取@少典@之子，曰@女华@。@女华@生@大费@，与@禹@平水土。已成，@帝@锡*玄圭*。@禹
父子,蜚廉,恶来,→,005_秦本纪,殷&国，故&嬴姓&多显，遂为诸侯。  [3] 其玄孙曰@中潏@，在~西戎~，保=西垂=。生@蜚廉@。@蜚廉@生@恶来@。@恶来@有力，@蜚廉@善走，父子俱以材力事&殷&@纣@。@周武王@之伐@纣@，并
父子,孟增,衡父,→,005_秦本纪,&乱，赐尔*石棺*以~华氏~”。死，遂葬於=霍太山=。@蜚廉@复有子曰@季胜@。@季胜@生@孟增@。@孟增@幸於@周成王@，是为$宅皋狼$。@皋狼@生@衡父@，@衡父@生@造父@。  ## @造父@与
父子,衡父,造父,→,005_秦本纪,@复有子曰@季胜@。@季胜@生@孟增@。@孟增@幸於@周成王@，是为$宅皋狼$。@皋狼@生@衡父@，@衡父@生@造父@。  ## @造父@与@非子@  [3.1] @造父@以善御幸於@周缪王@，得〘骥
父子,造父,季胜,→,005_秦本纪,归。@徐偃王@作乱，@造父@为@缪王@御，长驱归&周&，%一日%%千里%以救乱。@缪王@以=赵城=封@造父@，@造父@族由此为&赵氏&。自@蜚廉@生@季胜@已下%五世%至@造父@，别居=赵=。@赵衰@
父子,秦侯,公伯,→,005_秦本纪,申侯@之女子为@骆@適者，以和~西戎~。  ## @秦侯@至@秦仲@  [4] @秦嬴@生@秦侯@。@秦侯@立%十年%，卒。生@公伯@。  [4.1] @公伯@立%三年%，卒。生@秦仲@。  [5] 
父子,公伯,秦仲,→,005_秦本纪,秦侯@至@秦仲@  [4] @秦嬴@生@秦侯@。@秦侯@立%十年%，卒。生@公伯@。  [4.1] @公伯@立%三年%，卒。生@秦仲@。  [5] @秦仲@立%三年%，@周厉王@无道，诸侯或叛之。~西
父子,武公,出子,→,005_秦本纪, %十二年%，伐=荡氏=，取之。@宁公@生%十岁%立，立%十二年%卒，葬=西山=。生子%三人%，长男@武公@为太子。@武公弟德公@，同母@鲁姬@子。生@出子@。@宁公@卒，$大庶长$@弗忌@、@威垒@
父子,父曰,：以至,→,001_五帝本纪,华@。@重华@父曰@瞽叟@，@瞽叟@父曰@桥牛@，@桥牛@父曰@句望@，@句望@父曰@敬康@，@敬康@父曰@穷蝉@，@穷蝉@父曰@帝颛顼@，@颛顼@父曰@昌意@：以至@舜@%七世%矣。自从@穷蝉@以至
父子,父,象,→,001_五帝本纪,@颛顼@父曰@昌意@：以至@舜@%七世%矣。自从@穷蝉@以至@帝舜@，皆微为庶人。  [18] @舜@父@瞽叟@盲，而@舜@母死，@瞽叟@更娶妻而生@象@，@象@傲。@瞽叟@爱後妻子，常欲杀@舜@，@
父子,蚩尤,孝武,→,020_建元以来侯者年表,  |    | |  [r77] 富民。  |  田@千秋@，家在=长陵=。以故=高庙=寝郎上书谏@孝武@曰：「子弄父兵，罪当笞。父子之怒，自古有之。@蚩尤@畔父，@黄帝@涉江」。上书至意，拜为$大
父子,"告$永巷长$曰：""",意,→,105_扁鹊仓公列传,"无出血，病旋已。病得之饮酒大醉。  ### [3.12] @济北王@女子竖呕血死案  @济北王@召臣@意@诊脉诸女子侍者，至女子@竖@，@竖@无病。臣@意@告$永巷长$曰：""@竖@伤脾，不可劳，法当春"
父子,与,田假,→,016_秦楚之际月表, 十二。救=东阿=，破秦军，乘胜至=定陶=，@项梁@有骄色。  |  八  |  楚救荣，得解归，逐@田假@，立儋子市为@齐王@，始。  |  十二。@沛公@与@项羽@西略地，斩$三川守$@李由@于=
父子,婴,项梁,→,130_太史公自序,虏。作始皇〔本纪〕第六。  ## [26] @项羽@〔本纪〕 [26.1] &秦&失其道，豪桀并扰；@项梁@业之，@子羽@接之；杀@庆@救&赵&，诸侯立之；诛@婴@背&怀&，〔天下〕非之。作@项羽@〔
父子,无泽,喜,→,130_太史公自序,@於&殷&。&汉&之伐&楚&，@卬@归&汉&，以其地为=河内郡=。  [1.5] @昌@生@无泽@，@无泽@为&汉&$巿长$。@无泽@生@喜@，@喜@为$五大夫$，卒，皆葬=高门=。@喜@生@谈@，@
父子,喜,谈,→,130_太史公自序,，以其地为=河内郡=。  [1.5] @昌@生@无泽@，@无泽@为&汉&$巿长$。@无泽@生@喜@，@喜@为$五大夫$，卒，皆葬=高门=。@喜@生@谈@，@谈@为$太史公$。  ## [2] @司马@
父子,佗,$太子$,→,036_陈杞世家,@厉公篡位与陈敬仲奔齐@  [8.8] %三十八年%%正月%%甲戌%%己丑%，@桓公鲍@卒。@桓公弟@佗@，其母~蔡女~，故~蔡人~为@佗@杀@五父@及@桓公@$太子$@免@而立@佗@，是为@厉公@。
父子,御寇,宣公,→,036_陈杞世家,，@楚武王@卒，&楚&始彊。%十七年%，@周惠王@娶~陈女~为后。  [12.12] %二十一年%，@宣公@後有嬖姬生子@款@，欲立之，乃杀其$太子$@御寇@。@御寇@素爱@厉公@子@完@，@完@惧祸
父子,齐桓公,厉公,→,036_陈杞世家,"12.12] %二十一年%，@宣公@後有嬖姬生子@款@，欲立之，乃杀其$太子$@御寇@。@御寇@素爱@厉公@子@完@，@完@惧祸及己，乃奔&齐&。@齐桓公@欲使@陈完@为$卿$，@完@曰：""羁旅之臣，"
父子,招,招,→,036_陈杞世家,妾生@留@，少妾生@胜@。@留@有宠@哀公@，@哀公@属之其弟$司徒$@招@。@哀公@病，%三月%，@招@杀$悼太子$，立@留@为$太子$。@哀公@怒，欲诛@招@，@招@发兵围守@哀公@，@哀公@自经
父子,晋平公,招,→,036_陈杞世家,"&楚&围&陈&。%十一月%，灭&陈&。使@弃疾@为$陈公$。  ## 陈亡国之论  [21.21] @招@之杀$悼太子$也，$太子$之子名@吴@，出奔&晋&。@晋平公@问$太史$@赵@曰：""&陈&遂亡"
父子,白公,杀$令尹$,→,036_陈杞世家,如&吴&。&楚&伐&陈&。%二十一年%，&齐&@田常@弑其君@简公@。%二十三年%，&楚&之@白公胜@杀$令尹$@子西@、@子綦@，袭@惠王@。@叶公@攻败@白公@，@白公@自杀。  ## @楚惠王灭
父子,哀公,偃,→,036_陈杞世家,弑其君@郏敖@自立，为@灵王@。  ## @哀公@内乱与楚灭陈  [20.20] %三十四年%，初，@哀公@娶&郑&，长姬生$悼太子$@师@，少姬生@偃@。二嬖妾，长妾生@留@，少妾生@胜@。@留@有
父子,留,胜,→,036_陈杞世家,0.20] %三十四年%，初，@哀公@娶&郑&，长姬生$悼太子$@师@，少姬生@偃@。二嬖妾，长妾生@留@，少妾生@胜@。@留@有宠@哀公@，@哀公@属之其弟$司徒$@招@。@哀公@病，%三月%，@招
父子,题公,谋娶公,→,036_陈杞世家,，封之於=杞=，以奉&夏&后氏祀。  [28.28] @东楼公@生@西楼公@，@西楼公@生@题公@，@题公@生@谋娶公@。@谋娶公@当@周厉王@时。@谋娶公@生@武公@。@武公@立%四十七年%卒，子@
父子,谋娶公,武公,→,036_陈杞世家,夏&后氏祀。  [28.28] @东楼公@生@西楼公@，@西楼公@生@题公@，@题公@生@谋娶公@。@谋娶公@当@周厉王@时。@谋娶公@生@武公@。@武公@立%四十七年%卒，子@靖公@立。@靖公@%二
父子,为$卿$；,魏焠,→,039_晋世家,作^三军^。@赵衰@举@郤縠@将$中军$，@郤臻@佐之；使@狐偃@将$上军$，@狐毛@佐之，命@赵衰@为$卿$；@栾枝@将$下军$，@先轸@佐之；@荀林父@御戎，@魏焠@为右：往伐。%冬%十%二月%，
父子,齐姜,"谓太子曰：""君梦见",→,039_晋世家,"太子，而欲立其子。   ## @骊姬@设毒害@太子申生@自杀  [27.30] %二十一年%，@骊姬@谓太子曰：""君梦见@齐姜@，太子速祭=曲沃=，归釐於君。""太子於是祭其母@齐姜@於=曲沃=，上其荐"
父子,重耳,奚齐,→,039_晋世家,"姬@，爱之，竟以乱&晋&。   ## @里克@迎@夷吾@为@惠公@  [33.38] @里克@等已杀@奚齐@、@悼子@，使人迎公子@重耳@於~翟~，欲立之。@重耳@谢曰：""负父之命出奔，父死不得脩人子"
父子,季子,重耳,→,039_晋世家,"""厚送@重耳@。   ## 至秦娶秦女归晋  [52.59] @重耳@至&秦&，@缪公@以宗女五人妻@重耳@，故@子圉@妻与往。@重耳@不欲受，$司空$@季子@曰：""其国且伐，况其故妻乎！且受以结&秦"
父子,先轸,"曰：""",→,039_晋世家,"楚王@怒，少与之兵。於是@子玉@使@宛春@告&晋&：""请复@卫侯@而封&曹&，臣亦释&宋&。""@咎犯@曰：""@子玉@无礼矣，君取一，臣取二，勿许。""@先轸@曰：""定人之谓礼。&楚&一言定三国，子一言而"
父子,阳处父,贾季,→,039_晋世家,"出在小国，僻也。母淫子僻，无威；&陈&小而远，无援：将何可乎！""使@士@会@@如&秦&迎公子@雍@。@贾季@亦使人召公子乐@於&陈&。@赵盾@废@贾季@，以其杀@阳处父@。%十月%，葬@襄公@。%十一"
父子,顷公,"曰：""必得",→,039_晋世家,"其右易位，下取饮，以得脱去。&齐&师败走，&晋&追北至&齐&。@顷公@献*宝器*以求平，不听。@郤克@曰：""必得@萧桐侄子@为质。""&齐&使曰：""@萧桐侄子@，@顷公@母；@顷公@母犹@晋君@母，柰何"
父子,景公,景公,→,039_晋世家,@武@为&赵&後，复与之邑。   ## @景公@卒@厉公@立  [95.110] %十九年%%夏%，@景公@病，立其太子@寿曼@为君，是为@厉公@。後%月馀%，@景公@卒。   ## @厉公@伐秦  
父子,厉公,栾书,→,039_晋世家,"成。""@厉公@告@栾书@。@栾书@曰：""其殆有矣！原公试使人之&周&微考之。""果使@郤至@於&周&。@栾书@又使公子@周@见@郤至@，@郤至@不知见卖也。@厉公@验之，信然，遂怨@郤至@，欲杀之。%八"
父子,敬王,周景王,→,039_晋世家,。子@顷公@@去疾@立。   ## @顷公@时$六卿$专权  [112.128] @顷公@%六年%，@周景王@崩，@王子@争立。&晋&六$卿$@平王@室乱，立@敬王@。  [113.129] %九年%
父子,骊姬,奚齐,→,039_晋世家,"，@士蔿@曰：""且待其乱。""   ## @骊姬@生@奚齐@与太子外居  [22.25] %十二年%，@骊姬@生@奚齐@。@献公@有意废太子，乃曰：""=曲沃=吾先祖^宗庙^所在，而=蒲=边&秦&，=屈="
父子,重耳,、,→,039_晋世家,，曰@齐姜@，早死。@申生@同母女弟为@秦穆公@@夫人@。@重耳@母，~翟~之狐氏女也。@夷吾@母，@重耳@母女弟也。@献公@子八人，而太子@申生@、@重耳@、@夷吾@皆有贤行。及得@骊姬@，乃远此三
父子,叔刘,盾,→,039_晋世家,## @重耳@居狄与妻别  [45.52] ~狄~伐~咎如~，得二女：以长女妻@重耳@，生@伯鯈@、@叔刘@；以少女妻@赵衰@，生@盾@。居~狄~%五岁%而@晋献公@卒，@里克@已杀@奚齐@、@悼子@
父子,谈,悼公,→,039_晋世家,"公@@周@者，其大父@捷@，@晋襄公@少子也，不得立，号为@桓叔@，@桓叔@最爱。@桓叔@生@惠伯@@谈@，@谈@生@悼公@@周@。@周@之立，年十四矣。@悼公@曰：""大父、父皆不得立而辟难於&周&，"
父子,重耳,毛,→,039_晋世家,0] @子圉@之亡，&秦&怨之，乃求公子@重耳@，欲内之。@子圉@之立，畏&秦&之伐也。乃令国中诸从@重耳@亡者与期，期尽不到者尽灭其家。@狐突@之子@毛@及@偃@从@重耳@在&秦&，弗肯召。@怀公@
父子,郢,申公,→,121_儒林列传,高祖@于=鲁南宫=。@吕太后@时，@申公@游学=长安=，与@刘郢@=同师=。已而@郢@为&楚王&，令@申公@傅其$太子$@戊@。@戊@不好学，疾@申公@。及王@郢@卒，@戊@立为&楚王&，胥靡@申公@
父子,申公,申公,→,121_儒林列传,^@申公@，@绾@为$御史大夫$。@绾@、@臧@请$天子$，欲立^明堂^以朝诸侯，不能就其事，乃言师@申公@。於是$天子$使使*束帛*加*璧**安车**驷马*迎@申公@，弟子%二人%乘*轺传*从。至，
父子,平原君,素与$,→,097_郦生陆贾列传,行不苟合，义不取容。$@辟阳侯@$行不正，得幸$@吕太后@$。时$@辟阳侯@$欲知$@平原君@$，$@平原君@$不肯见。及$@平原君@$母死，@陆生@素与$@平原君@$善，过之。$@平原君@$家贫，未
父子,平原君,令$,→,097_郦生陆贾列传,知$@平原君@$，$@平原君@$不肯见。及$@平原君@$母死，@陆生@素与$@平原君@$善，过之。$@平原君@$家贫，未有以发丧，方假贷服具，@陆生@令$@平原君@$发丧。@陆生@往见$@辟阳侯@$，
父子,吕,、$,→,097_郦生陆贾列传,及其成功出之，乃大惊。  [8.3] $@吕太后@$崩，$大臣$诛诸$@吕@$，$@辟阳侯@$於诸$@吕@$至深，而卒不诛。计画所以全者，皆@陆生@、$@平原君@$之力也。  [8.4] $@孝文帝@
父子,生少子,古公,→,004_周本纪,而营筑城郭室屋，而邑别居之。作^五官有司^。民皆歌乐之，颂其德。  ### @太伯@让位  [5] @古公@有@长子@曰@太伯@，次曰@虞仲@。@太姜@生少子@季历@，@季历@娶@太任@，皆贤妇人，生
父子,率诸侯以相太,成王,→,004_周本纪,，而民和睦，颂声兴。@成王@既伐~东夷~，~息慎~来贺，王赐@荣伯@作*贿息慎之命*。  [23] @成王@将崩，惧太子@钊@之不任，乃命@召公@、@毕公@率诸侯以相太@子而立@之。@成王@既崩，二公
父子,王子克,庄王,→,004_周本纪,王@去归。  [42] %二十三年%，@桓王@崩，子@庄王佗@立。@庄王@%四年%，@周公黑肩@欲杀@庄王@而立@王子克@。@辛伯@告王，王杀@周公@。@王子克@饹&燕&。  [43] %十五年%，@
父子,齐桓公,庄王,→,004_周本纪,杀@庄王@而立@王子克@。@辛伯@告王，王杀@周公@。@王子克@饹&燕&。  [43] %十五年%，@庄王@崩，子@釐王胡齐@立。@釐王@%三年%，@齐桓公@始霸。  [44] %五年%，@釐王@崩，
父子,庄王,釐王,→,004_周本纪,%十五年%，@庄王@崩，子@釐王胡齐@立。@釐王@%三年%，@齐桓公@始霸。  [44] %五年%，@釐王@崩，子@惠王阆@立。@惠王@%二年%。初，@庄王@嬖姬@姚@，生子@穨@，@穨@有宠。及@惠
父子,襄王,惠后,→,004_周本纪,诛，杀@谭伯@。@富辰@曰：“吾数谏不从。如是不出，王以我为懟乎？”乃以其属死之。  [47] 初，@惠后@欲立@王子带@，故以党开翟人，翟人遂入&周&。@襄王@出饹&郑&，&郑&居王于=氾=。@子带
父子,谓&楚&王曰：“不如以地资,武公,→,004_周本纪,东西&周&分治。@王赧@徙都西&周&。  ### =西周=与&东周&的〔纵横〕  [66] 西&周&@武公@之共太子死，有五庶子，毋適立。@司马翦@谓&楚&王曰：“不如以地资@公子咎@，为请太子。”@
父子,生少子,昌,→,004_周本纪,乐之，颂其德。  ### @太伯@让位  [5] @古公@有@长子@曰@太伯@，次曰@虞仲@。@太姜@生少子@季历@，@季历@娶@太任@，皆贤妇人，生@昌@，有圣瑞。  - [5.1] @古公@曰：“
