所属国,类型,名,谥号,别名,父亲,上一任,下一任,出生年,死亡年,登基年,退位年,备注
胶东国（悼惠王子所封）,汉诸侯王,刘卬,胶东王（反诛）,,齐悼惠王刘肥,,,,-154,-164,-154,
胶东国（景帝子所封）,汉诸侯王,刘寄,胶东康王,,景帝刘启,,（胶东王刘贤继）,,-122,-148,,
胶东国（景帝子所封）,汉诸侯王,刘贤,胶东哀王,,刘寄（胶东康王）,胶东康王,胶东王（刘庆）,,,-122,,059五宗世家。胶东康王寄长子，母无宠，康王卒后以贤为胶东王奉康王嗣。立十四年卒，谥为哀王，子庆继位。（注意与悼惠王子胶东王刘雄渠为不同系）
胶西国（悼惠王子所封）,汉诸侯王,刘贤（悼惠王子）,胶西王（反诛）,,齐悼惠王刘肥,,,,-154,-164,-154,
胶西国（景帝子所封）,汉诸侯王,刘端,胶西于王,,景帝刘启,,,,-108,-154,-108,
荆国,汉诸侯王,刘贾,荆王,,（不详，诸刘远属）,,吴王刘濞（改封荆地为吴）,,-196,-201,-196,
菑川国,汉诸侯王,刘建,菑川靖王,,刘志（菑川懿王）,菑川懿王,菑川顷王,,,,,052齐悼惠王世家。菑川懿王志子，立二十年卒。（与燕灵王刘建、江都王刘建同名，为不同人）
菑川国,汉诸侯王,刘遗,菑川顷王,,刘建（菑川靖王）,菑川靖王,菑川思王,,,,,052齐悼惠王世家。菑川靖王建子，立三十六年卒。
菑川国,汉诸侯王,刘终古,菑川思王,,刘遗（菑川顷王）,菑川顷王,菑川孝王,,,,,052齐悼惠王世家。菑川顷王遗子，立二十八年卒。
菑川国,汉诸侯王,刘尚,菑川孝王,,刘终古（菑川思王）,菑川思王,菑川王（末任）,,,,,052齐悼惠王世家。菑川思王终古子，立五年卒。
菑川国,汉诸侯王,刘横,,,刘尚（菑川孝王）,菑川孝王,,,-27,,-27,052齐悼惠王世家。菑川孝王尚子，至建始三年，十一岁，卒（建始三年=前30年）。国嗣绝。
菑川国,汉诸侯王,刘辟光,菑川王（反诛）,,齐悼惠王刘肥,,,,-154,-164,-154,
蔡,诸侯侯君,,哀侯,蔡哀侯,,,缪侯,,-675,,-684,035-006。前684年被楚文王虏，留楚九岁死
蔡,诸侯侯君,肸,缪侯,,哀侯,哀侯,庄侯,,,,,035-006/007。前656年与齐桓公事
蔡,诸侯侯君,,灵侯,蔡灵侯,景侯（篡位后的太子）,,,,-531,,-531,035-008。前531年楚灵王诱杀于申，楚灭蔡
蔡,诸侯侯君,齐,,蔡侯齐,,,,,,,-447,035-012。四年楚惠王灭蔡，蔡侯齐亡，蔡遂绝祀（前447年）
蔡,诸侯侯君,,厉侯,蔡厉侯,宫侯,宫侯,武侯,,,,,035-004。蔡仲胡→蔡伯荒→宫侯→厉侯→武侯世系，出自管蔡世家。具体年代不详，约前900-前860年间。
蔡,诸侯侯君,,宫侯,蔡宫侯,蔡伯荒,蔡伯荒,厉侯,,,,,035-004。蔡仲胡→蔡伯荒→宫侯→厉侯→武侯世系，出自管蔡世家。具体年代不详，约前950-前900年间。
蔡,诸侯侯君,荒,蔡伯,蔡伯荒,蔡仲胡,蔡仲胡,宫侯,,,,,035-004。蔡仲胡卒，子蔡伯荒立，出自管蔡世家。具体年代不详，约前1000-前950年间。
蔡,诸侯侯君,度,蔡叔,蔡叔度,周文王,,蔡仲胡,,,-1046,,035-002/003。武王封于蔡，管蔡之乱后被周公放迁而死
蔡,诸侯侯君,胡,蔡仲,,蔡叔度,蔡叔度,蔡伯荒,,,-1040,,035-004。改行率德，周公复封于蔡
蔡,诸侯侯君,,武侯,蔡武侯,厉侯,厉侯,夷侯,,,-863,-837,035-004。厉侯卒，子武侯立；武侯之时周厉王失国奔彘，共和行政，诸侯多叛周。014表：841年蔡武侯二十三年，推算登基年-863；837年蔡夷侯元年，故退位年-837。
蔡,诸侯侯君,,夷侯,,,,,,,-837,,014表格提取
蔡,诸侯侯君,所事,厘侯,,,,,,,-809,,014表格提取
蔡,诸侯侯君,兴,共侯,,,,,,,-761,,014表格提取
蔡,诸侯侯君,,戴侯,,,,,,,-759,,014表格提取
蔡,诸侯侯君,楷论,宣侯,,,,,,,-749,,014表格提取
蔡,诸侯侯君,封人,桓侯,,,,,,,-714,,014表格提取
蔡,诸侯侯君,甲午,庄侯,,,,,,,-645,,014表格提取
蔡,诸侯侯君,申,文侯,,,,,,,-611,,014表格提取
蔡,诸侯侯君,固,景侯,,,,,,,-591,,014表格提取
蔡,诸侯侯君,庐,平侯,蔡平侯,景侯,灵侯,悼侯,,,-528,,035-009。楚平王复立蔡，立景侯少子庐为平侯
蔡,诸侯侯君,东国,悼侯,,,,,,,-521,,014表格提取
蔡,诸侯侯君,,昭侯,蔡昭侯,,,成侯,,-491,-518,-491,035-010/011。前509年朝楚受辱，前491年迁州来后被杀
蔡,诸侯侯君,朔,成侯,蔡成侯,昭侯,昭侯,,,,-491,,035-011。大夫杀昭侯立子朔为成侯
蔡,诸侯侯君,,声侯,,,,,,,-471,,015表格提取
蔡,诸侯侯君,,元侯,,,,,,,-456,,015表格提取
衡山,诸侯王,芮,衡山王,吴芮|番君,,,,,-201,-206,-201,016表。前206年项羽封故番君吴芮为衡山王，都邾。后改为长沙王，子孙世袭。
衡山国,汉诸侯王,刘勃（衡山王）,（衡山王，谋反自杀，无谥）,,淮南厉王刘长,,,,-122,-164,-121,
西周,天子/皇帝,宫湦,幽王,周幽王,宣王,宣王,平王（东迁）,,-771,-781,-771,004-042幽王二年三川地震，004-043废嫡立庶（褒姒、伯服），004-045犬戎灭西周（前771年）幽王死于骊山。
西魏,诸侯王,魏豹,西魏王,豹,魏王咎弟,魏王咎,,,-204,-208,-204,016表。前208年咎弟豹走东阿，后自立为魏王，都平阳。项羽封为西魏王。前204年汉将韩信虏豹，国除。
赵,先祖,造父,,,衡父,,叔带,,,,,周穆王御者，以功赐赵城，始有赵氏之名
赵,晋卿大夫,叔带,,,奄父（公仲）,造父（六世之后）,赵夙,,,,,周幽王时离周入晋，事晋文侯，始建赵氏于晋国
赵,晋卿大夫,共孟,,,赵夙,赵夙,赵衰,,,,,当鲁闵公元年（前661年）生，赵夙之子
赵,晋卿大夫,赵朔,,,赵盾,赵盾,赵武,,-597,,-597,晋景公三年（前597年）下宫之难被杀，娶晋成公姊为夫人，身后生赵武
赵,晋卿大夫,赵景叔,,,赵武（文子）,赵武,赵鞅（简子）,,,,,赵文子之子，其时齐景公使晏婴出使晋国
赵,晋卿大夫,赵鞅,简子,,赵景叔,赵景叔,赵毋恤（襄子）,,-476,,-476,晋顷公九年入周、十二年诛公族，历范中行之乱，专晋权，晋出公十七年卒，谥简子
赵,晋卿大夫,赵夙,,,,叔带（五世之后）,共孟,,,-661,,晋献公十六年（前661年）伐霍为将，赐耿邑
赵,晋卿大夫,赵衰,成季,子馀,共孟,共孟,赵盾,,-622,-636,-622,随晋文公重耳流亡十九年，文公归国后任原大夫，谥成季。晋襄公六年（约前622年）卒
赵,晋卿大夫,赵盾,宣孟,,赵衰,赵衰,赵朔,,,-622,,赵衰卒后代任国政，专权晋国，谥宣孟。晋景公时卒
赵,晋卿大夫,赵武,文子,,赵朔,赵朔,赵景叔,,,-583,,赵氏孤儿，程婴养大，晋景公时复位（约前583年），续赵宗二十七年，晋平公十二年为正卿，谥文子
赵,晋卿大夫,赵毋恤,襄子,,赵鞅（简子）,赵鞅（简子）,赵浣（献侯）,,-425,-476,-425,简子卒后立，联韩魏灭知伯，并代地，立三十三年卒，谥襄子。传位给伯鲁之孙赵浣
赵,晋卿大夫,赵桓子,桓子,,赵鞅（简子）,赵毋恤（襄子）,赵浣（献侯）,,-424,-425,-424,襄子弟，逐献侯自立于代，一年卒。国人以其立非襄子意，杀其子，复迎立献侯
赵,晋卿大夫,赵浣,献侯,,代成君赵周（伯鲁之子）,赵桓子,赵籍（烈侯）,,-409,-424,-409,伯鲁之孙，代成君赵周之子，少即位，治中牟，在位十五年卒。追尊为献侯
赵,诸侯侯君,赵籍,烈侯,,赵浣（献侯）,赵浣（献侯）,赵武公,,-400,-409,-400,烈侯元年魏文侯伐中山。烈侯六年（前403年）魏韩赵皆相立为诸侯，周天子正式承认，追尊献侯。在位九年卒
赵,诸侯侯君,赵武公,武公,,赵浣（献侯）,赵籍（烈侯）,赵章（敬侯）,,-387,-400,-387,烈侯弟，烈侯卒后立，在位十三年卒。后赵复立烈侯太子章为敬侯
赵,诸侯侯君,赵章,敬侯,,赵籍（烈侯）,赵武公,赵种（成侯）,,-375,-387,-375,烈侯太子，武公卒后复立，敬侯元年始都邯郸，在位十二年卒
赵,诸侯侯君,赵种,成侯,,赵章（敬侯）,赵章（敬侯）,赵肃侯,,-350,-375,-350,敬侯子，在位二十五年卒，与魏韩等多次征战
赵,诸侯侯君,赵肃侯,肃侯,,赵种（成侯）,赵种（成侯）,赵雍（武灵王）,,-326,-350,-326,成侯子，在位二十四年卒，曾攻齐拔高唐，筑长城，各国出兵来会葬
赵,诸侯王,赵雍,武灵王,主父,赵肃侯,赵肃侯,赵何（惠文王）,,-295,-326,-299,推行胡服骑射，灭中山，拓北疆。武灵王二十七年传位子何（惠文王），自号主父，后沙丘之乱饿死，谥武灵王
赵,诸侯王,赵何,惠文王,,赵雍（武灵王）,赵雍（武灵王）,赵丹（孝成王）,,-266,-299,-266,武灵王子，惠后吴娃所生，武灵王二十七年立为王，在位三十三年卒，廉颇蔺相如皆其臣
赵,诸侯王,赵丹,孝成王,,赵何（惠文王）,赵何（惠文王）,赵偃（悼襄王）,,-245,-266,-245,惠文王子，在位二十一年卒，长平之战赵军大败，邯郸被围后得救，晚年廉颇失势
赵,诸侯王,赵偃,悼襄王,,赵丹（孝成王）,赵丹（孝成王）,赵迁（幽缪王）,,-236,-245,-236,孝成王子，在位九年卒，废嫡子嘉立庶子迁，李牧曾为其将攻燕
赵,诸侯王,赵迁,幽缪王,,赵偃（悼襄王）,赵偃（悼襄王）,赵嘉（代王，赵亡后续立）,,,-236,-228,悼襄王庶子，母为倡女。在位七年，诛李牧，秦攻破邯郸，赵迁降秦（前228年），赵亡
赵,诸侯王,赵嘉,,代王嘉,赵偃（悼襄王）,赵迁（幽缪王）,,,-222,-228,-222,悼襄王嫡子，邯郸破后赵亡大夫共立嘉为王，王代六年（前228-前222年），秦进兵破嘉，遂灭赵
赵国,汉诸侯王,刘友,赵幽王,,高祖刘邦,,赵王刘遂,,-181,-198,,
赵国,汉诸侯王,刘遂,（赵王，七国之乱自杀，无谥）,赵王遂,赵幽王刘友,赵幽王刘友,,,-154,-180,-154,
赵国,汉诸侯王,刘彭祖,赵王（赵敬肃王）,,景帝刘启,,（后嗣）,,,-155,,
赵（歇）,诸侯王,歇,赵王歇,赵歇,,赵王武臣,,,-204,-208,-204,016表。前208年端月张耳、陈余立赵歇为赵王。项羽封为代王。前204年汉将韩信灭赵，歇被杀。
赵（武臣）,诸侯王,武臣,赵王,,,,赵王歇,,-208,-209,-208,016表。前209年八月武臣至邯郸自立为赵王。前208年十一月李良杀武臣，张耳、陈余走。
越,诸侯王,,允常,,,,句践,,-496,,-496,041-002/003。与吴王阖庐争战相怨
越,诸侯王,,无彊,,,,,,-334,,-334,041-017/018。约前334年伐楚败亡于楚威王，越国散亡
越,诸侯王,句践,句践,越王句践,允常,允常,鼫与,,-465,-496,-465,041-003-015。前496年即位，夫椒败于吴，卧薪尝胆，前473年灭吴称霸，春秋五霸之一
越,诸侯王,鼫与,,,句践,句践,不寿,,,-465,,041-017。越国世系，句践后传鼫与
郑,诸侯侯君,乙,郑君乙,,,,,,-375,,-375,042-023。二十一年韩哀侯灭郑（前375年），郑亡
郑,诸侯侯君,友,桓公,郑桓公,周厉王,,武公掘突,,-771,-806,-771,042-001/003。宣王二十二年（前806年）受封，前771年犬戎杀幽王并杀桓公
郑,诸侯侯君,掘突,武公,郑武公,桓公友,桓公,庄公,,-744,-770,-744,042-004。前770年立国
郑,诸侯侯君,,庄公,郑庄公,武公,武公,昭公忽,,-701,-743,-701,042-005-007。在位43年，共叔段之乱（前722年），前707年侵周射王
郑,诸侯侯君,忽,昭公,郑昭公,庄公,庄公（祭仲立）,厉公突（祭仲再改立）,,-695,-701,-695,042-008/010。祭仲立太子忽，旋被宋逼改立突；昭公复位二年被高渠弥弑（前695年）
郑,诸侯侯君,突,厉公,郑厉公,庄公,昭公（被立/被杀）,郑子（守寡子）,,-672,-701,-697,042-008/009/012/013。多次反复，前680年复入，前673年入惠王于周，前672年卒
郑,诸侯侯君,子亹,,,,,,,,-694,,014表格提取
郑,诸侯侯君,子婴,,,,,,,,-693,,014表格提取
郑,诸侯侯君,捷,文公,,,,,,,-672,,014表格提取
郑,诸侯侯君,兰,穆公,,,,,,,-627,,014表格提取
郑,诸侯侯君,夷,灵公,,,,,,,-605,,014表格提取
郑,诸侯侯君,坚,襄公,,,,,,,-604,,014表格提取
郑,诸侯侯君,费,悼公,,,,,,,-586,,014表格提取
郑,诸侯侯君,睔,成公,,,,,,,-584,,014表格提取
郑,诸侯侯君,恽,厘公,,,,,,,-570,,014表格提取
郑,诸侯侯君,,简公,,,,釐公,,,-565,,042-020。十二年子产为卿执政（前554年）
郑,诸侯侯君,宁,定公,郑定公,简公嘉,简公,献公虿,,,-529,-516,042-019。三十六年简公卒，子定公宁立。十三年定公卒，子献公虿立。014表：529年郑定公宁元年，513年郑献公虿元年，故在位-529至-516。注：rulers.json中郑声公的登基年-529有误，应为-500。
郑,诸侯侯君,虿,献公,,,,,,,-513,,014表格提取
郑,诸侯侯君,,声公,,,定公,,,,-500,,042-022。五年子产卒（前522年）；登基年据014表-500年修正（原误为-529）
郑,诸侯侯君,,哀公,,,,,,,-462,,015表格提取
郑,诸侯侯君,,幽公,,,,,,,-423,,015表格提取
郑,诸侯侯君,,康公,,,,,,,-395,,015表格提取
长沙国,汉诸侯王,刘庸,长沙康王,,刘发（长沙定王）,长沙定王,长沙王（刘鲋鮈）,,,,,059五宗世家。长沙定王发子，立二十八年卒。
长沙国,汉诸侯王,刘鲋鮈,,,刘庸（长沙康王）,长沙康王,,,,,,059五宗世家。长沙康王庸子，立为长沙王。谥号史记未载。
长沙国,汉诸侯王,刘发,长沙定王,,景帝刘启,,（后嗣）,,-128,-155,,
闽越,诸侯王,郢,闽越王郢,,,闽越王无诸,越繇王丑（汉立）,,-135,,-135,114-003建元六年闽越王郢击南越，汉遣将讨之。郢弟馀善与相宗族谋杀郢，奉头降汉。
闽越,诸侯王,无诸,闽越王,驺无诸,越王句践后裔,,闽越王郢,,,-202,,114-000汉五年复立无诸为闽越王，王闽中故地，都东冶。
闽越,诸侯王,丑,越繇王,繇君丑,无诸孙,闽越王郢,东越王馀善,,,-135,,114-003汉遣郎中将立无诸孙繇君丑为越繇王，奉闽越先祭祀。
陈,诸侯侯君,,厉公,陈厉公,,,庄公,,-707,,-707,036-003。以母蔡女之故得立，生子敬仲完，前707年被蔡人诱杀
陈,诸侯侯君,,宣公,,,,穆公,,,,,036-003。杀太子御寇，敬仲完惧祸奔齐
陈,诸侯侯君,,灵公,陈灵公,,,成公,,-599,,-599,036-005。通于夏姬，前599年被夏徵舒射杀
陈,诸侯侯君,,哀公,陈哀公,,,留（短暂）,,-534,,-534,036-007。三十四年，弟司徒招杀悼太子；哀公自经；楚灵王前534年灭陈
陈,诸侯侯君,,怀公,陈怀公,惠公,惠公,湣公越,,-503,,-503,036-009。四年如吴，吴留之，怀公卒于吴
陈,诸侯侯君,满,胡公,陈胡公满,,,申公,,,-1046,,036-001。虞帝舜后，武王封于陈以奉帝舜祀
陈,诸侯侯君,宁,幽公,陈幽公,,,厘公孝,,,-854,,036章世系推算。014表：841年陈幽公宁十四年，推算登基年-854。陈胡公满之后，厘公孝（-831年）之前的君主。
陈,诸侯侯君,孝,厘公,,,,,,,-831,,014表格提取
陈,诸侯侯君,灵,武公,,,,,,,-795,,014表格提取
陈,诸侯侯君,说,夷公,,,,,,,-780,,014表格提取
陈,诸侯侯君,燮,平公,,,,,,,-777,,014表格提取
陈,诸侯侯君,圉,文公,,,,,,,-754,,014表格提取
陈,诸侯侯君,,桓公,,,,,,,-744,,014表格提取
陈,诸侯侯君,林,庄公,,,,,,,-699,,014表格提取
陈,诸侯侯君,款,穆公,,,,,,,-647,,014表格提取
陈,诸侯侯君,朔,共公,,,,,,,-631,,014表格提取
陈,诸侯侯君,午,成公,陈成公,灵公,夏徵舒（篡）,,,,-598,,036-006。楚庄王伐陈诛徵舒后，迎灵公太子午于晋立为成公
陈,诸侯侯君,吴,惠公,陈惠公,,,怀公,,,-529,,036-008。楚平王复立，立悼太子师之子吴为惠公
陈,诸侯侯君,越,湣公,陈湣公,怀公,怀公,,,-478,-502,-478,036-009/011。前478年楚惠王杀湣公灭陈
雍,诸侯王,章邯,雍王,,,,,,-205,-206,-205,016表。前206年十二月章邯降楚，项羽封为雍王，都废丘。前205年汉杀邯于废丘，国除。
韩,晋卿大夫,万,韩武子,,,,韩赇伯（韩武子之子）,,,-670,,045韩世家。韩之先与周同姓姬氏，苗裔事晋，得封于韩原，曰韩武子。武子后三世有韩厥。约前670年封于韩原，具体名字史记未载，后世推考名万。
韩,晋卿大夫,厥,韩献子,,韩武子曾孙（具体父名未载）,韩武子（三世之后）,韩起（韩宣子）,,-560,-589,-566,045韩世家。晋景公十一年（前589年）伐齐败齐顷公于鞍，晋作六卿，韩厥在一卿之位，号为献子。景公十七年感景公复赵武故田邑，续赵氏祀。晋悼公七年（约前566年）老退，子宣子代。
韩,晋卿大夫,起,韩宣子,,韩厥（韩献子）,韩厥（韩献子）,韩须（韩贞子）,,-514,-566,,045韩世家。献子卒子宣子代，宣字（迁居）徙居州。晋平公十四年（前544年）吴季札使晋，言晋国之政卒归于韩、魏、赵。晋顷公十二年（前514年）宣子与赵、魏共分祁氏、羊舌氏十县。宣子卒，子贞子代立。
韩,晋卿大夫,须,韩贞子,,韩起（韩宣子）,韩起（韩宣子）,韩不信（韩简子）,,,-514,,045韩世家。宣子卒，子贞子代立，贞子徙居平阳。贞子卒，子简子代。在位年限不详，约前514—前490年间。
韩,晋卿大夫,不信,韩简子,,韩须（韩贞子）,韩须（韩贞子）,韩庚（韩庄子）,,,-490,,045韩世家。贞子卒，子简子代。简子卒，子庄子代。在位年限不详，约前490—前480年间。
韩,晋卿大夫,庚,韩庄子,,韩不信（韩简子）,韩不信（韩简子）,韩虎（韩康子）,,,-480,,045韩世家。简子卒，子庄子代。庄子卒，子康子代。在位年限不详，约前480—前453年前。
韩,晋卿大夫,虎,韩康子,,韩庚（韩庄子）,韩庚（韩庄子）,韩处（韩武子）,,-424,-453,,045韩世家。庄子卒，子康子代。康子与赵襄子、魏桓子共败知伯（前453年），分其地，地益大，大于诸侯。康子卒，子武子代。
韩,晋卿大夫,处,韩武子,,韩虎（韩康子）,韩虎（韩康子）,韩虔（韩景侯）,,-408,-424,,045韩世家。康子卒，子武子代。武子二年伐郑，杀其君幽公（前422年）。十六年武子卒，子景侯立（前408年）。注意此韩武子为战国初期人物，与开国先祖韩武子（封韩原者）同谥，为不同人。
韩,诸侯侯君,虔,韩景侯,,韩处（韩武子）,韩处（韩武子）,韩取（韩列侯）,,-400,-408,,045韩世家。武子十六年卒，子景侯立。景侯元年伐郑取雍丘，六年（前403年）与赵、魏俱得列为诸侯，周威烈王正式承认。九年（前400年）景侯卒，子列侯取立。
韩,诸侯侯君,取,韩列侯,,韩虔（韩景侯）,韩虔（韩景侯）,韩文侯,,-387,-400,,045韩世家。景侯卒，子列侯取立。列侯三年聂政杀韩相侠累，九年秦伐我宜阳取六邑，十三年（前387年）列侯卒，子文侯立。
韩,诸侯侯君,,韩文侯,,韩取（韩列侯）,韩取（韩列侯）,韩哀侯,,-377,-387,,045韩世家。列侯卒，子文侯立。文侯二年伐郑取阳城，伐宋到彭城执宋君；七年伐齐至桑丘；十年（前377年）文侯卒，子哀侯立。名不详，史记未载。
韩,诸侯侯君,,韩哀侯,,韩文侯,韩文侯,韩懿侯,,-371,-377,,045韩世家。文侯卒，子哀侯立。哀侯元年与赵、魏分晋国；二年（前375年）灭郑，因徙都郑。六年（前371年）韩严弑其君哀侯，子懿侯立。名不详，史记未载。
韩,诸侯侯君,,韩懿侯,,韩哀侯,韩哀侯,韩昭侯,,-359,-371,,045韩世家。哀侯被弑，子懿侯立。懿侯二年魏败我马陵，五年与魏惠王会宅阳，九年魏败我澮，十二年（前359年）懿侯卒，子昭侯立。名不详，史记未载。
韩,诸侯侯君,,韩昭侯,,韩懿侯,韩懿侯,韩宣惠王,,-333,-359,,045韩世家。懿侯卒，子昭侯立。昭侯八年（前351年）申不害相韩，修术行道，国内以治。昭侯十年韩姬弑其君悼公（此处'悼公'疑为昭侯时期旁支）。二十二年申不害死，二十六年（前333年）高门成，昭侯卒，子宣惠王立。名不详，史记未载。
韩,诸侯王,,韩宣惠王,韩威侯,韩昭侯,韩昭侯,韩襄王,,-312,-333,,045韩世家。昭侯卒，子宣惠王立。宣惠王十一年（前323年）始称王号。二十一年（前312年）宣惠王卒，太子仓立，是为襄王。名不详，史记未载。
韩,诸侯王,仓,韩襄王,,韩宣惠王,韩宣惠王,韩釐王,,-296,-312,,045韩世家。宣惠王卒，太子仓立，是为襄王。襄王四年与秦武王会临晋，五年秦拔宜阳斩首六万。十四年与齐、魏王共击秦至函谷。十六年（前296年）襄王卒，太子咎立，是为釐王。
韩,诸侯王,咎,韩釐王,,韩仓（韩襄王）,韩仓（韩襄王）,韩桓惠王,,-273,-296,,045韩世家。襄王卒，太子咎立，是为釐王。釐王三年（前293年）伊阙之战，秦败韩二十四万，虏公孙喜。二十三年（前273年）华阳之战，是岁釐王卒，子桓惠王立。
韩,诸侯王,,韩桓惠王,,韩咎（韩釐王）,韩咎（韩釐王）,韩王安,,-239,-273,,045韩世家。釐王卒，子桓惠王立。桓惠王九年（前264年）秦拔我陉；十年（前263年）上党郡守降赵，导致长平之战；三十四年（前239年）桓惠王卒，子王安立。名不详，史记未载。
韩,诸侯王,安,韩王安,,韩桓惠王,韩桓惠王,,,-230,-239,-230,045韩世家。桓惠王卒，子王安立。王安五年（前234年）秦攻韩，使韩非使秦，秦留非因杀之。九年（前230年）秦虏王安，尽入其地，为颍州郡，韩遂亡。韩为六国中最先被秦灭亡者。
韩（成）,诸侯王,韩成,韩王成,,,,韩王郑昌,,-206,-208,-206,016表。前208年六月张良等立韩成为韩王，都阳翟。前206年项羽诛成，另立郑昌为韩王。
韩（郑昌）,诸侯王,郑昌,韩王郑昌,,,韩王成,韩王信,,,-206,-205,016表。前206年项羽诛韩成，立郑昌为韩王。前205年项羽使立之，后韩王信取代。
高密国,汉诸侯王,刘弘,高密王,,刘胥（广陵王）,,,,,-73,,060三王世家（褚先生曰）。广陵王胥最爱少子，宣帝本始元年（前73年）立为高密王。
魏,先祖,高,毕公高,,周文王,,毕万,,,,,周文王之子，周武王伐纣后封于毕，为毕姓始祖，魏氏远祖。来源：044魏世家
魏,晋卿大夫,悼子,魏悼子,,魏武子,魏武子,魏绛,,,,,魏武子之子，徙治霍地。来源：044魏世家
魏,晋卿大夫,嬴,,魏嬴,魏绛,魏绛,魏献子,,,,,魏绛之子，魏献子之父，文本仅提及其名，无详细事迹记载。来源：044魏世家
魏,晋卿大夫,侈,,魏侈,魏献子,魏献子,魏桓子,,,,,魏献子之子，与赵鞅共攻范氏、中行氏。魏桓子之祖父。来源：044魏世家
魏,晋卿大夫,毕万,,,毕公高后裔（名不详）,,魏武子,,,-661,,毕公高之苗裔，事晋献公。晋献公十六年（约前661年）以御右身份随军灭霍、耿、魏，受封魏地为大夫，子孙遂改称魏氏。来源：044魏世家
魏,晋卿大夫,武子,魏武子,,毕万,毕万,魏悼子,,,-636,,毕万之子，以魏诸子身份事晋公子重耳，晋文公立（约前636年）后袭魏氏封邑，列为大夫，治于魏地。来源：044魏世家
魏,晋卿大夫,绛,魏昭子,魏绛,魏悼子,魏悼子,魏嬴,,,-572,,魏悼子之子，事晋悼公，晋悼公三年（约前572年）始受重用，和戎翟九合诸侯有功，受乐赐，徙治安邑，卒谥昭子。来源：044魏世家
魏,晋卿大夫,献子,魏献子,,魏嬴,魏嬴,魏侈,,,-514,,魏嬴之子，晋顷公十二年（约前514年）韩宣子老后执晋国政，与赵简子、中行文子、范献子并为晋卿，六卿灭祁氏、羊舌氏。来源：044魏世家
魏,晋卿大夫,桓子,魏桓子,,魏侈之子（名不详）,魏侈,魏文侯,,,-453,,魏侈之孙，约前453年与韩康子、赵襄子共伐灭知伯，三分其地。魏文侯之祖父。来源：044魏世家
魏,诸侯侯君,都,魏文侯,,魏桓子之子（名不详）,魏桓子,魏武侯,,-387,-424,,魏桓子之孙，元年约前424年（与秦灵公元年同），前403年周威烈王正式命为诸侯，在位38年卒。礼贤下士，任李悝变法、吴起练兵，奠魏国霸业之基。来源：044魏世家
魏,诸侯侯君,击,魏武侯,子击,魏文侯,魏文侯,魏惠王,,-370,-395,,魏文侯之子，文侯38年（约前387年）卒后即位，在位16年卒。文本记武侯十六年伐楚取鲁阳后卒，武侯十一年与韩赵三分晋地。来源：044魏世家
魏,诸侯王,罃,魏惠王,梁惠王,魏武侯,魏武侯,魏襄王,,-319,-370,,魏武侯之子，即位初韩赵合攻几亡。迁都大梁，故亦称梁惠王。文本记36年后卒，实际有后元年号，通行卒年约前319年。马陵之战太子申被俘，庞涓阵亡。来源：044魏世家
魏,诸侯王,嗣,魏襄王,,魏惠王,魏惠王,魏哀王,,-296,-319,,魏惠王之子，元年于徐州与诸侯相王，追尊父惠王为王。文本记16年卒，通行卒年前296年。与秦多次割地求和。来源：044魏世家
魏,诸侯王,圉,魏昭王,,魏哀王,魏哀王,魏安釐王,,-243,-277,,魏哀王之子，文本记19年卒，通行卒年前243年。伊阙之战损兵二十四万，屡割地予秦。来源：044魏世家
魏,诸侯王,遫,魏安釐王,,魏昭王,魏昭王,魏景湣王,,-242,-243,,魏昭王之子，文本记34年卒，通行卒年前242年。其弟信陵君无忌窃符救赵，后率五国伐秦败之河外。来源：044魏世家
魏,诸侯王,增,魏景湣王,,魏安釐王,魏安釐王,魏王假,,-228,-242,,魏安釐王太子，安釐王34年立为景湣王，在位15年卒。秦拔魏大量城邑，置东郡。其子王假嗣位。来源：044魏世家
魏,诸侯王,假,魏王假,,魏景湣王,魏景湣王,,,-225,-227,-225,魏景湣王之子，景湣王卒后立，在位3年。秦引河水灌大梁，城破被虏，魏国灭亡（前225年）。来源：044魏世家
魏（咎）,诸侯王,咎,魏王咎,魏王咎,,,魏豹,,-208,-209,-208,016表。前209年魏王咎立，都临济。前208年十月章邯围临济，咎自杀，国降秦。
鲁,诸侯侯君,,幽公,,,,魏公晞,,-973,,-973,033-013。在位十四年，弟晞杀幽公自立为魏公
鲁,诸侯侯君,,武公,,,,懿公,,-816,,-816,033-014。九年朝周宣王，宣王废长立少（弟戏）为懿公
鲁,诸侯侯君,,顷公,鲁顷公,,,,,,,-256,033-030。前256年楚考烈王灭鲁于徐州，鲁顷公出奔，鲁绝祀
鲁,诸侯侯君,丘,,孔子、仲尼,叔梁纥,,,-551,-479,,,047-001/018。前551年生于鲁昌平乡陬邑，前479年哀公十六年卒
鲁,诸侯侯君,伯禽,鲁公,鲁公伯禽,周公旦,,,,,-1042,,033-011/012。周公子就封于鲁，三年报政周公
鲁,诸侯侯君,戏,懿公,,武公,武公,孝公,,-807,-816,-807,033-014/015。武公少子，宣王废长立之；九年被兄括之子伯御弑
鲁,诸侯侯君,称,孝公,,武公,伯御（短暂）,,,,-806,,033-015。宣王伐鲁杀伯御，立称于夷宫为孝公
鲁,诸侯侯君,弗湦,惠公,,,,,,,-768,,014表格提取
